,SabioReactionID,Reaction
10424,10424,[H].[H].[H].[H]C(=O)C(C)O.[H]C(=O)C(C)O.[H]C(=O)C(C)O.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>CC(O)CO.CC(O)CO.CC(O)CO.NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
10433,10433,[H]O[H].[H]O[H].[H]O[H].[H]O[H].Nc3ncnc2c3(ncn2(C1CC(O)C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1)).Nc3ncnc2c3(ncn2(C1CC(O)C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1)).Nc3ncnc2c3(ncn2(C1CC(O)C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1)).Nc3ncnc2c3(ncn2(C1CC(O)C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1))>>OP(O)(=O)OP(O)(O)=O.OP(O)(=O)OP(O)(O)=O.OP(O)(=O)OP(O)(O)=O.OP(O)(=O)OP(O)(O)=O.Nc3ncnc2c3(ncn2(C1CC(O)C(COP(O)(O)=O)O1)).Nc3ncnc2c3(ncn2(C1CC(O)C(COP(O)(O)=O)O1)).Nc3ncnc2c3(ncn2(C1CC(O)C(COP(O)(O)=O)O1)).Nc3ncnc2c3(ncn2(C1CC(O)C(COP(O)(O)=O)O1))
10434,10434,[H].[H].[H].CC(=O)CO.CC(=O)CO.CC(=O)CO.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>CC(O)CO.CC(O)CO.CC(O)CO.NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
10441,10441,[H].[H].[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]C(=O)C(O)COP(O)(O)=O.[H]C(=O)C(O)COP(O)(O)=O.[H]C(=O)C(O)COP(O)(O)=O>>OCC(O)COP(O)(O)=O.OCC(O)COP(O)(O)=O.OCC(O)COP(O)(O)=O.NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
10443,10443,[H]O[H].[H]O[H].CC1=CN(C(=O)NC1(=O))C2CC(O)C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2.CC1=CN(C(=O)NC1(=O))C2CC(O)C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2>>OP(O)(=O)OP(O)(O)=O.OP(O)(=O)OP(O)(O)=O.Cc2ncc(C[n+]1csc(CCOP(O)(O)=O)c1(C))c(N)n2.Cc2ncc(C[n+]1csc(CCOP(O)(O)=O)c1(C))c(N)n2
10452,10452,c1cc(c(cc1[N+](=O)[O-])[N+](=O)[O-])OP(=O)([O-])[O-].[H]O[H]>>Oc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-].OP(O)(O)=O
10453,10453,CC(C(O)=O)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23>>CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O
10458,10458,NC=1C=CN(C(=O)N=1)C2CC(O)C(COP(O)(=O)OP(O)(O)=O)O2.C=C(OP(O)(O)=O)C(O)=O>>NC=1C=CN(C(=O)N=1)C2CC(O)C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2.CC(=O)C(O)=O
10465,10465,OO.N#C[Fe+2](C#N)(C#N)(C#N)(C#N)C#N.[H]>>N#C[Fe+3](C#N)(C#N)(C#N)(C#N)C#N.[H]O[H]
10474,10474,NC=1C=CN(C(=O)N=1)C2CC(O)C(COP(O)(=O)OP(O)(O)=O)O2.CN(CC(O)=O)C(=N)NP(O)(O)=O>>NC=1C=CN(C(=O)N=1)C2CC(O)C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2.CN(CC(O)=O)C(N)=N
10481,10481,NC=1C=CN(C(=O)N=1)C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O).CN(CC(O)=O)C(=N)NP(O)(O)=O>>NC=1C=CN(C(=O)N=1)C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O).CN(CC(O)=O)C(N)=N
10487,10487,COC=1C(=O)C(C)=C(CC=C(C)CCC=C(C)C)C(=O)C=1(OC).c1ccc(cc1)CN2C(=O)CC(NC2=O)C(=O)O>>COc1c(O)c(C)c(CC=C(C)CCC=C(C)C)c(O)c1(OC).c1ccc(cc1)Cn2c(=O)cc([nH]c2=O)C(=O)O
10488,10488,O=O.[H]O[H].C(CN)CNC/C=C/CNCCCN>>OO.C(CN)CNC/C=C/CN.[H]C(=O)CCN
10491,10491,COC=1C(=O)C(C)=C(CC=C(C)CCC=C(C)C)C(=O)C=1(OC).COC(=O)C1CC(=O)NC(=O)N1>>COc1c(O)c(C)c(CC=C(C)CCC=C(C)C)c(O)c1(OC).O=C1NC(/C([O-])=O)=C\C(=O)N1C
10492,10492,O=O.[H]O[H].NCCCNCCCN>>OO.NCCCN.[H]C(=O)CCN
10499,10499,OCC=O.OCC1(O)(OC(COP(O)(O)=O)C(O)C1(O))>>[H]C(O)(C=O)COP(O)(O)=O.OCC1(O)(OCC(O)C1(O))
10502,10502,OC(CCl)CCl>>C1OC1CCl.[H]Cl
10508,10508,NC(CCl)C(O)=O.[H]S[H]>>[H]Cl.NC(CS)C(O)=O
10509,10509,C(C(CCl)O)O>>[H]Cl.OCC1CO1
10510,10510,CC(C(=O)N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O)O.[H]O[H]>>NC(CCC(=O)NC(CS)C(=O)NCC(O)=O)C(O)=O.CC(O)C(O)=O
10512,10512,OCCCl>>[H]Cl.C1CO1
10513,10513,OCC(=O)C(O)C(O)C(O)C(O)COP(O)(O)=O.[H]C(=O)C(O)COP(O)(O)=O>>OCC(=O)C(O)C(O)COP(O)(O)=O.OC1OC(COP(O)(O)=O)C(O)C1(O)
10516,10516,OC1COC(O)C1(O).OCC(=O)C(O)C(O)COP(O)(O)=O>>[H]C(O)(C=O)COP(O)(O)=O.OCC1OC(O)(CO)C(O)C1(O)
10523,10523,OCC(=O)C(O)C(O)C(O)C(O)COP(O)(O)=O.OCC(=O)C(O)=O>>OC1COC(O)C1(O).OCC1(O)(OC(COP(O)(O)=O)C(O)C1(O))
10532,10532,CC=O.OCC(=O)C(O)C(O)COP(O)(O)=O>>OC1COC(O)C1(O).[H]C(O)(C=O)COP(O)(O)=O
10534,10534,C(C(CBr)O)O>>[H]Br.OCC1CO1
10546,10546,[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].CCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23.CCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23.CCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23.CCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23.CCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23>>CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS.CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS.CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS.CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS.CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS.CCCC(O)=O.CCCC(O)=O.CCCC(O)=O.CCCC(O)=O.CCCC(O)=O
10553,10553,CC(O)C(O)=O>>CC(O)C(O)=O
10565,10565,CCOC(C)=O.CCOC(C)=O.[H]O[H].[H]O[H]>>CCO.CCO.CC(O)=O.CC(O)=O
10577,10577,[H]O[H].[H]O[H].C(CC(C(=O)NCC(=O)O)N)CN=C(N)N.C(CC(C(=O)NCC(=O)O)N)CN=C(N)N>>NCC(O)=O.NCC(O)=O.NC(=N)NCCCC(N)C(O)=O.NC(=N)NCCCC(N)C(O)=O
10578,10578,[H].[H].[H].[H].[H]C(C)(CCC(O)=O)C2CCC3([H])(C4([H])(CCC1([H])(CC(=O)CCC1(C)C4([H])(CCC23(C))))).[H]C(C)(CCC(O)=O)C2CCC3([H])(C4([H])(CCC1([H])(CC(=O)CCC1(C)C4([H])(CCC23(C))))).[H]C(C)(CCC(O)=O)C2CCC3([H])(C4([H])(CCC1([H])(CC(=O)CCC1(C)C4([H])(CCC23(C))))).[H]C(C)(CCC(O)=O)C2CCC3([H])(C4([H])(CCC1([H])(CC(=O)CCC1(C)C4([H])(CCC23(C))))).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>[H]C23(CCC1([H])(C4([H])(CCC(C(C)CCC(O)=O)C4(C)(CCC1([H])C3(C)(CCC(O)C2))))).[H]C23(CCC1([H])(C4([H])(CCC(C(C)CCC(O)=O)C4(C)(CCC1([H])C3(C)(CCC(O)C2))))).[H]C23(CCC1([H])(C4([H])(CCC(C(C)CCC(O)=O)C4(C)(CCC1([H])C3(C)(CCC(O)C2))))).[H]C23(CCC1([H])(C4([H])(CCC(C(C)CCC(O)=O)C4(C)(CCC1([H])C3(C)(CCC(O)C2))))).NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
10591,10591,Cc2cc3NC=1C(=O)NC(=O)NC=1N(CC(O)C(O)C(O)COP(O)(O)=O)c3(cc2(C)).OC(=O)C=CC(O)=O>>Cc2cc3N=C1C(=O)NC(=O)N=C1N(CC(O)C(O)C(O)COP(O)(O)=O)c3(cc2(C)).OC(=O)CCC(O)=O
10593,10593,OCC3OC(OCC2OC(OCC1OC(O)C(O)C(O)C1(O))C(O)C(O)C2(O))C(O)C(O)C3(O).OCC3OC(OCC2OC(OCC1OC(O)C(O)C(O)C1(O))C(O)C(O)C2(O))C(O)C(O)C3(O).[H]O[H].[H]O[H]>>OCC2OC(OCC1OC(O)C(O)C(O)C1(O))C(O)C(O)C2(O).OCC2OC(OCC1OC(O)C(O)C(O)C1(O))C(O)C(O)C2(O).OCC1OC(O)C(O)C(O)C1(O).OCC1OC(O)C(O)C(O)C1(O)
10594,10594,OCC3OC(OCC2OC(OC1C(O)C(O)C(O)OC1(CO))C(O)C(O)C2(O))C(O)C(O)C3(O).OCC3OC(OCC2OC(OC1C(O)C(O)C(O)OC1(CO))C(O)C(O)C2(O))C(O)C(O)C3(O).[H]O[H].[H]O[H]>>OCC2OC(OC1C(O)C(O)C(O)OC1(CO))C(O)C(O)C2(O).OCC2OC(OC1C(O)C(O)C(O)OC1(CO))C(O)C(O)C2(O).OCC1OC(O)C(O)C(O)C1(O).OCC1OC(O)C(O)C(O)C1(O)
10595,10595,[*]OCC2OC(OCC1OC(O[*])C(O)C(O)C1(O))C(O)C(O)C2(O).[H]O[H]>>[*]OCC2OC(OCC1OC(O[*])C(O)C(O)C1(O))C(O)C(O)C2(O).OCC1OC(O)C(O)C(O)C1(O)
10600,10600,[H]O[H].[H]O[H].c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.CC(C)CC=O.CC(C)CC=O>>[H].[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CC(C)CC(O)=O.CC(C)CC(O)=O
10623,10623,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)O)C)C)O>>[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]C23(CCC1([H])(C4([H])(CCC(C(C)=O)C4(C)(CCC1([H])C3(C)(CCC(O)C2)))))
10624,10624,[H]O[H].CC(C(=O)NC(C)C(=O)NCC(=O)O)N>>C[C@@H](C(=O)NCC(=O)O)N.CC(N)C(O)=O
10629,10629,[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]C34(CCC(C(=O)CO)C4(C)(CC(O)C2([H])(C3([H])(CCC1=CC(=O)CCC12(C)))))>>NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(CO)O)C)O
10639,10639,[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]C34(CCC(O)(C(=O)CO)C4(C)(CC(=O)C2([H])(C3([H])(CCC1=CC(=O)CCC12(C)))))>>NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(CO)O)O)C)O
10649,10649,O=C1C=CC(=O)c2c(O)cccc12.O=C1C=CC(=O)c2c(O)cccc12.O=C1C=CC(=O)c2c(O)cccc12.O=C1C=CC(=O)c2c(O)cccc12.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].[H].[H].[H]>>C1=CC2=C(C=CC(=C2C(=C1)O)O)O.C1=CC2=C(C=CC(=C2C(=C1)O)O)O.C1=CC2=C(C=CC(=C2C(=C1)O)O)O.C1=CC2=C(C=CC(=C2C(=C1)O)O)O.NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
10656,10656,O=C1C=CN(C(=O)N1)C3OC(COP(O)(=O)OP(O)(=O)OC2OC(C(O)=O)C(O)C(O)C2(O))C(O)C3(O).COc2cc(C=CC(=O)C=C(O)C=Cc1ccc(O)c(c1)OC)ccc2(O)>>COc1cc(ccc1O)/C=C/C(=O)CC(=O)/C=C/c2ccc(c(c2)OC)OC3C(C(C(C(O3)C(=O)O)O)O)O.O=C1C=CN(C(=O)N1)C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)
10674,10674,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].O=C2C(=O)c1ccccc1c3ccccc23>>OC2C(O)c1ccccc1c3ccccc23.NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
10681,10681,[H].[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CC(=O)C2CCC3C4CCC1CC(=O)CCC1(C)C4(CCC23(C)).CC(=O)C2CCC3C4CCC1CC(=O)CCC1(C)C4(CCC23(C))>>NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CCC(=O)C4)C)C)O.C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CCC(=O)C4)C)C)O
10689,10689,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].C[C@]12CCC(=O)C[C@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C>>c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.[H]C23(CCC1([H])(C4([H])(CCC(O)C4(C)(CCC1([H])C3(C)(CCC(O)C2)))))
10692,10692,OCC1OC(O)C(O)C(O)C1(O).CCn1/c(=N/N=c/2\sc3c(n2CC)ccc(c3)S(=O)(=O)O)/sc4c1ccc(c4)S(=O)(=O)O>>OCC1OC(O)C(=O)C(O)C1(O).CCn\1c2ccc(cc2s/c1=N/N=c\3/n(c4ccc(cc4s3)S(=O)(=O)O)CC)S(=O)(=O)O
10694,10694,O=O.OCC1OC(=O)C(O)C(O)C1(O)>>OO.OCC1OC(=O)C(=O)C(O)C1(O)
10700,10700,[H]O[H].CC(OP(O)(O)=O)C(N)C(O)=O>>CC(O)C(N)C(O)=O.OP(O)(O)=O
10703,10703,[H]O[H].OCC2OC(OC1(CO)(OC(COP(O)(O)=O)C(O)C1(O)))C(O)C(O)C2(O)>>OC1OC(COP(O)(O)=O)C(O)C(O)C1(O).OCC1OC(O)(CO)C(O)C1(O)
10705,10705,[H].[H].[H].[H].[H]C(=O)CCC(O)=O.[H]C(=O)CCC(O)=O.[H]C(=O)CCC(O)=O.[H]C(=O)CCC(O)=O.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>OCCCC(O)=O.OCCCC(O)=O.OCCCC(O)=O.OCCCC(O)=O.NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
10707,10707,[H]O[H].[H]O[H].[H]O[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OP(O)(O)=O.OP(O)(O)=O.OP(O)(O)=O
